CONTRACT_ID;ENTITY_NAME;DEPARTMENT;MUNICIPALITY_TYPE;PROCESS_TYPE;CONTRACT_OBJECT;OBJETC_DETAIL;ESTIMATED_COST_ORIG;CONTRACT_VALUE_ORIG;ADDITIONAL_COST_ORIG;FINAL_COST_ORIG;YEAR;CONTRACT_DATE;START_DATE;ORIGINAL_DEADLINE;END_DATE;ID_ADJUDICACION;URLPROCESO;NIT_ENTIDAD;ID_CONTRATISTA;DPTO_MUN_CONTRATISTA;MUNICIPALITY;NOM_CONTRATISTA;ESTIMATED_COST_NORM;CONTRACT_VALUE_NORM;ADDITIONAL_COST_NORM;FINAL_COST_NORM;ADDITIONAL_TIME;FINAL_DEADLINE;PROJECT_INTENSITY_NORM;PROJECT_INTENSITY_ORIG;AWARD_GROWTH_NORM;AWARD_GROWTH_ORIG;COST_DEVIATION_ORIG;COST_DEVIATION_NORM;TIME_DEVIATION;OWNER;REGION;GROUP
19-1-198910-8952710;CHOCO - ALCALDIA MUNICIPIO DE ACANDI;CHOCÓ;TYPE_6;LICITACIÓN PÚBLICA;TERRENOS, EDIFICIOS, ESTRUCTURAS Y VÍAS;PAVIMENTACION EN CONCRETO RIGIDO DE VIAS URBANAS DE BAJO TRANSITO EN EL MUNICIPIO DE ACANDI;1828208516,0;1828208000,0;0,0;1828208000,0;2019;2019-03-27;2019-03-27;210;2019-10-27;8952710;{'url': 'https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=19-1-198910'};891680050;80004016;Chocó;Acandí;PEDRO PABLO RUIZ PALACIOS;2207,6720121335657;2207,6713890324545;0,0;2207,6713890324545;0;210;10,512720900154545;8705752,38095238;-2,8224351612688163e-07;-2,822435162532631e-07;0,0;0,0;0,0;MUNICIPALITY;PACIFICA;Vias secundarias hasta 2020
15-1-133212-3847831;ATLANTICO - GOBERNACION;ATLÁNTICO;OTHER;LICITACIÓN PÚBLICA;TERRENOS, EDIFICIOS, ESTRUCTURAS Y VÍAS;MEJORAMIENTO Y RECONSTRUCCION DEL CORREDOR VIAL LOS POCITOS ¿ YE DE GUAIMARAL DEL K 30+716 AL K36+880 DEPARTAMENTO DEL ATLANTICO;20613605973,0;20562284947,0;343769363,0;20906054310,0;2015;2015-07-10;2015-07-16;210;2016-06-10;3847831;{'url': 'https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=15-1-133212'};No Definido;9008563513;Atlántico;Barranquilla;UNION TEMPORAL CORREDOR VIAL  LOS POCITOS;31991,31834096376;31911,67059362148;533,5134057577403;32445,18399937922;120;330;151,9603361601023;97915642,6047619;-0,002489667555847356;-0,0024896675558473864;0,01671844174351622;0,01671844174351626;0,5714285714285714;DEPARTMENT_GOVERNMENT;CARIBE;Vias secundarias hasta 2020
15-1-144325-4150251;ARAUCA - GOBERNACION;ARAUCA;OTHER;LICITACIÓN PÚBLICA;TERRENOS, EDIFICIOS, ESTRUCTURAS Y VÍAS;"MANTENIMIENTO Y REHABILITACION DE LA VIA AL CORREGIMIENTO DEL CARACOL MUNICIPIO DE ARAUCA; DEPARTAMENTO DE ARAUCA";431426070,0;431398885,0;0,0;431398885,0;2015;2015-09-18;2015-10-30;60;2015-12-30;4150251;{'url': 'https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=15-1-144325'};800102838;9008859550;Arauca;Arauca;CONSORCIO CARACOL;669,5523706060371;669,510180802359;0,0;669,510180802359;0;60;11,158503013372648;7189981,416666667;-6,301195474820954e-05;-6,301195474812173e-05;0,0;0,0;0,0;DEPARTMENT_GOVERNMENT;ORINOQUIA;Vias secundarias hasta 2020
17-1-169835-6436125;CALDAS - GOBERNACION;CALDAS;OTHER;LICITACIÓN PÚBLICA;TERRENOS, EDIFICIOS, ESTRUCTURAS Y VÍAS;"MEJORAMIENTO MEDIANTE LA CONSTRUCCION DE HUELLAS EN CONCRETO; RED VIAL DEPARTAMENTO DE CALDAS";3189707705,0;439454781,0;0,0;439454781,0;2017;2017-06-27;2017-09-15;60;2017-11-15;6436125;{'url': 'https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=17-1-169835'};890801052;900675594;Caldas;Manizales;CONSORCIO CARLES;4323,755186609499;595,6956136296168;0,0;595,6956136296168;23;83;9,92826022716028;7324246,35;-0,8622272566507783;-0,8622272566507783;0,0;0,0;0,38333333333333336;DEPARTMENT_GOVERNMENT;ANDINA;Vias secundarias hasta 2020
15-1-133390-3770057;ANTIOQUIA - GOBERNACION;ANTIOQUIA;OTHER;LICITACIÓN PÚBLICA;TERRENOS, EDIFICIOS, ESTRUCTURAS Y VÍAS;"MANTENIMIENTO; MEJORAMIENTO Y REHABILITACION DE LAS VIAS DE INFLUENCIA DEL PEAJE PAJARITO EN LA SUBREGION NORTE DEL DEPARTAMENTO DE ANTIOQUIA";5594846177,0;5310745442,0;363901167,0;5674646609,0;2015;2015-07-16;2015-07-31;150;2016-01-31;3770057;{'url': 'https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=15-1-133390'};890900286;8909063880;Antioquia;Medellín;PROCOPAL SA;8682,93035927679;8242,01977496702;564,7569907658881;8806,77676573291;30;180;54,94679849978014;35404969,61333334;-0,050779007324261605;-0,0507790073242616;0,06852167383548262;0,06852167383548273;0,2;DEPARTMENT_GOVERNMENT;ANDINA;Vias secundarias hasta 2020
14-1-130613-3555342;ANTIOQUIA - ALCALDIA MUNICIPIO DE RIONEGRO;ANTIOQUIA;TYPE_2;LICITACIÓN PÚBLICA;TERRENOS, EDIFICIOS, ESTRUCTURAS Y VÍAS;RECTIFICACION DE LA VIA ALTOS DE LOS LINDEROS EN EL MUNICIPIO DE RIONEGRO ANTIOQUIA;1578242651,0;1575768062,0;0,0;1575768062,0;2015;2015-03-16;2015-05-11;120;2015-11-11;3555342;{'url': 'https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=14-1-130613'};890204646-3;8001090328;Antioquia;Rionegro;PERFILAR CONSTRUCCIONES SA;2449,3561744393573;2445,5157321331576;0,0;2445,5157321331576;60;180;20,379297767776315;13131400,516666668;-0,001567939504379677;-0,001567939504379799;0,0;0,0;0,5;MUNICIPALITY;ANDINA;Vias secundarias hasta 2020
15-1-148902-4053983;CASANARE - ALCALDIA MUNICIPIO DE MANI;CASANARE;TYPE_6;LICITACIÓN PÚBLICA;TERRENOS, EDIFICIOS, ESTRUCTURAS Y VÍAS;"PAVIMENTACION DE VIAS URBANAS EN CONCRETO RIGIDO; SEGUN RELACION; MUNICIPIO DE MANI CASANARE";2832131727,0;2831242723,0;243960943,0;3075203666,0;2015;2015-11-05;2015-11-09;60;2016-01-09;4053983;{'url': 'https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=15-1-148902'};892301761-5;9009054747;Casanare;Maní;UNIN TEMPORAL PAVIMENTOS URBANOS 2015;4395,331305967254;4393,951614805618;378,6155707301932;4772,567185535811;0;60;73,23252691342697;47187378,71666667;-0,0003138992411703699;-0,0003138992411704302;0,08616744195690071;0,0861674419569007;0,0;MUNICIPALITY;ORINOQUIA;Vias secundarias hasta 2020
14-1-111029-2366185;CUNDINAMARCA - ALCALDIA MUNICIPIO DE SAN BERNARDO;CUNDINAMARCA;TYPE_6;LICITACIÓN PÚBLICA;TERRENOS, EDIFICIOS, ESTRUCTURAS Y VÍAS;"MEJORAMIENTO; MANTENIMIENTO Y CONSERVACION DE LA VIA SAN BERNARDO AL TO DEL BOBAL EN EL MUNICIPIO DE SAN BERNARDO DEPARTAMENTO DE CUNDINAMARCA SEGUN CONVENIO INVIAS Nº 2747 DE 2013";180000000,0;179999744,0;0,0;179999744,0;2014;2014-03-18;2014-03-18;120;2014-07-18;2366185;{'url': 'https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=14-1-111029'};892280054-4;8301369848;Cundinamarca;San Bernardo;CONSTRUCTORA VMJ LTDA;292,2077922077922;292,2073766233766;0,0;292,2073766233766;0;120;2,435061471861472;1499997,8666666667;-1,4222222221986968e-06;-1,4222222222222223e-06;0,0;0,0;0,0;MUNICIPALITY;ANDINA;Vias secundarias hasta 2020
14-1-110760-2377363;CUNDINAMARCA - ALCALDIA MUNICIPIO DE VERGARA;CUNDINAMARCA;TYPE_6;LICITACIÓN PÚBLICA;TERRENOS, EDIFICIOS, ESTRUCTURAS Y VÍAS;"CONSTRUCCION Y PAVIMENTACION DE LA PRIMERA ETAPA DE LA VIA: CALLE 1 ENTRE CARRERA 1 Y CARRERA 6 DEL CASCO URBANO DEL MUNICIPIO DE VERGARA DEPARTAMENTO DE CUNDINAMARCA;";200000000,0;199932119,0;0,0;199932119,0;2014;2014-03-19;2014-03-31;90;2014-06-30;2377363;{'url': 'https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=14-1-110760'};891800986-2;8305069821;Cundinamarca;Vergara;INGECIA SAS;324,6753246753247;324,56512824675326;0,0;324,56512824675326;0;90;3,6062792027417028;2221467,988888889;-0,0003394050000000402;-0,000339405;0,0;0,0;0,0;MUNICIPALITY;ANDINA;Vias secundarias hasta 2020
18-1-185635-7303120;TOLIMA - GOBERNACION;TOLIMA;OTHER;LICITACIÓN PÚBLICA;TERRENOS, EDIFICIOS, ESTRUCTURAS Y VÍAS;PAVIMENTACION DE LA VIA PALOCABILDO - SAN JERONIMO (CASABIANCA) EN EL DEPARTAMENTO DEL TOLIMA;16164857732,0;16147899764,0;4612211310,0;20760111074,0;2018;2018-04-18;2018-04-18;270;2019-01-13;7303120;{'url': 'https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=18-1-185635'};800113672;901166457;Tolima;Ibagué;UNION TEMPORAL SAN JERONIMO;20691,229775152897;20669,523353839144;5903,690930595129;26573,214284434274;0;270;76,55379019940423;59807036,162962966;-0,0010490638569882877;-0,001049063856988358;0,2856229836329816;0,28562298363298166;0,0;DEPARTMENT_GOVERNMENT;ANDINA;Vias secundarias hasta 2020
15-1-134046-3458387;BOYACA - ALCALDIA MUNICIPIO DE EL COCUY;BOYACÁ;TYPE_6;LICITACIÓN PÚBLICA;TERRENOS, EDIFICIOS, ESTRUCTURAS Y VÍAS;¿CONTRATAR EL MEJORAMIENTO Y RECUPERACION DE VIAS DEL CENTRO HISTORICO DEL MUNICIPIO DE EL COCUY¿;202245565,0;202245565,0;0,0;202245565,0;2015;2015-03-31;2015-04-16;120;2015-08-16;3458387;{'url': 'https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=15-1-134046'};800099076-7;14873073;Boyacá;El Cocuy;JOSE IGNACIO QUINTERO CORZO;313,8753239698921;313,8753239698921;0,0;313,8753239698921;0;120;2,615627699749101;1685379,7083333333;0,0;0,0;0,0;0,0;0,0;MUNICIPALITY;ANDINA;Vias secundarias hasta 2020
14-1-123146-5179650;CORDOBA - ALCALDIA MUNICIPIO DE LOS CORDOBAS;CÓRDOBA;TYPE_6;LICITACIÓN PÚBLICA;TERRENOS, EDIFICIOS, ESTRUCTURAS Y VÍAS;"ADECUACION Y REHABILITACION DE LA VIA BUENAVISTA ¿COREA;MUNICIPIO DE LOS CORDOBAS; DEPARTAMENTO DE CORDOBA";1869158878,0;1648240598,0;0,0;1648240598,0;2014;2014-09-10;2014-10-22;180;2015-04-22;5179650;{'url': 'https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=14-1-123146'};800096761;78016650;Córdoba;Los Córdobas;APOLINAR TORRES BELLO;3034,348827922078;2675,7152564935063;0,0;2675,7152564935063;0;180;14,865084758297257;9156892,211111112;-0,11819127983191167;-0,11819127983191165;0,0;0,0;0,0;MUNICIPALITY;CARIBE;Vias secundarias hasta 2020
14-1-126035-3024097;ANTIOQUIA - ALCALDIA MUNICIPIO DE GUARNE;ANTIOQUIA;TYPE_6;LICITACIÓN PÚBLICA;TERRENOS, EDIFICIOS, ESTRUCTURAS Y VÍAS;"CONSTRUCCION DE PAVIMENTOS FLEXIBLES; RIGIDOS; OBRAS COMPLEMENTARIAS Y VIAS CONEXAS SEGUNDA ETAPA ALTO DE LA VIRGEN DEL MUNICIPIO DE GUARNE¿.";470000000,0;467674691,0;39800023,0;507474714,0;2014;2014-11-14;2014-12-10;90;2015-05-09;3024097;{'url': 'https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=14-1-126035'};No Definido;8110067798;Antioquia;Guarne;INGETIERRAS DE COLOMBIA SA;762,987012987013;759,2121607142857;64,61042694805195;823,8225876623377;60;150;8,435690674603174;5196385,455555555;-0,004947465957446901;-0,004947465957446808;0,08510193894584729;0,08510193894584737;0,6666666666666666;MUNICIPALITY;ANDINA;Vias secundarias hasta 2020
17-1-183901-7112896;SANTANDER - ALCALDIA MUNICIPIO DE GIRON;SANTANDER;TYPE_4;LICITACIÓN PÚBLICA;TERRENOS, EDIFICIOS, ESTRUCTURAS Y VÍAS;"CONSTRUCCION DE OBRAS DE MITIGACION DEL TALUD EN LA ESCARPE SUR Y ORIENTAL DEL BARRIO BELLAVISTA (PR70+420-PR70+600) EN LA MARGEN IZQUIERDA DE LA VIA TRANSVERSAL TRIBUGA - ARAUCA EN EL SECTOR LEBRIJA - PALENQUE; EN EL EN EL MUNICIPIO DE GIRON - SANTANDER";4101457772,0;4099828473,0;1153326479,0;5253154952,0;2018;2018-02-07;2018-02-14;300;2019-02-14;7112896;{'url': 'https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=17-1-183901'};890980807-1;901152503;Santander;Girón;CONSORCIO BELLAVISTA CBG 2017;5249,919707337803;5247,834183262036;1476,273010155624;6724,107193417661;60;360;17,492780610873453;13666094,91;-0,0003972487565574594;-0,000397248756557477;0,28131091010157977;0,2813109101015799;0,2;MUNICIPALITY;ANDINA;Vias secundarias hasta 2020
17-1-172351-6415834;CUNDINAMARCA - ALCALDIA MUNICIPIO DE GACHALA;CUNDINAMARCA;TYPE_6;LICITACIÓN PÚBLICA;TERRENOS, EDIFICIOS, ESTRUCTURAS Y VÍAS;"REHABILITACION Y MANTENIMIENTO DE LA VIA QUE CONDUCE DEL CASCO URBANO HASTA EL SECTOR DENOMINADO SANTA MARTA¿; MUNICIPIO DE GACHALA CUNDINAMARCA";500000000,0;494212904,0;247100340,0;741313244,0;2017;2017-05-31;2017-06-29;90;2017-11-29;6415834;{'url': 'https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=17-1-172351'};800094671;830027397;Bogotá D.C.;Gachalá;MARTINEZ Y HOYOS INGENIERIA LIMITADA;677,766677465749;669,9220758095585;334,9527528849139;1004,8748286944723;60;150;7,443578620106205;5491254,488888889;-0,011574191999999846;-0,011574192;0,4999876328603512;0,4999876328603511;0,6666666666666666;MUNICIPALITY;ANDINA;Vias secundarias hasta 2020
17-1-180560-6795555;CUNDINAMARCA - INSTITUTO DE INFRAESTRUCTURA Y CONCESIONES DE CUNDINAMARCA - ICCU;BOGOTÁ D.C.;OTHER;LICITACIÓN PÚBLICA;TERRENOS, EDIFICIOS, ESTRUCTURAS Y VÍAS;"REHABILITACION DE LA VIA LA QUINTA - REPRESA DEL NEUSA MUNICIPIO DE COGUA; DEPARTAMENTO DE CUNDINAMARCA";5596476800,0;5526053644,0;0,0;5526053644,0;2017;2017-12-29;2018-01-30;240;2018-09-30;6795555;{'url': 'https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=17-1-180560'};900258711;901142362;Cundinamarca;Bogotá D.C.;CONSORCIO MIRAMONTES 2017;7586,210972500295;7490,750035582751;0,0;7490,750035582751;0;240;31,211458481594793;23025223,516666666;-0,012583480378226514;-0,01258348037822653;0,0;0,0;0,0;DEPARTMENT_GOVERNMENT;ANDINA;Vias secundarias hasta 2020
14-1-117282-2538504;CUNDINAMARCA - ALCALDIA MUNICIPIO DE CUCUNUBA;CUNDINAMARCA;TYPE_6;LICITACIÓN PÚBLICA;TERRENOS, EDIFICIOS, ESTRUCTURAS Y VÍAS;MANTENIMIENTO Y CONSERVACION DE LA VIA CUCUNUBA  EL RHUR EN EL MUNICIPIO DE CUCUNUBA DEL DEPARTAMENTO DE CUNDINAMARCA;450000000,0;449509554,0;0,0;449509554,0;2014;2014-06-12;2014-07-01;90;2014-10-01;2538504;{'url': 'https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=14-1-117282'};891802089-1;9005497031;Cundinamarca;Cucunubá;CONSORCIO SS;730,5194805194806;729,7233019480519;0,0;729,7233019480519;0;90;8,108036688311689;4994550,6;-0,0010898800000000946;-0,00108988;0,0;0,0;0,0;MUNICIPALITY;ANDINA;Vias secundarias hasta 2020
18-21-5529-7794685;ANTIOQUIA - ALCALDIA MUNICIPIO DE PUERTO TRIUNFO;ANTIOQUIA;TYPE_6;LICITACIÓN OBRA PÚBLICA;TERRENOS, EDIFICIOS, ESTRUCTURAS Y VÍAS;"PAVIMENTACION EN CONCRETO RIGIDO DE VIAS URBANAS EN EL CORREGIMIENTO DE LAS MERCEDES DEL MUNICIPIO DE PUERTO TRIUNFO; ANTIOQUIA";361861653,0;361742662,0;43114183,0;404856845,0;2018;2018-10-16;2018-10-22;120;2019-04-22;7794685;{'url': 'https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=18-21-5529'};891500580-9;29539512;Antioquia;Puerto Triunfo;MARA PATRICIA LONDOÑO BOLVAR;463,18765888162693;463,03534884197217;55,186719352006165;518,2220681939783;80;200;3,8586279070164347;3014522,183333333;-0,0003288300902112104;-0,00032883009021129965;0,1191846788588071;0,11918467885880706;0,6666666666666666;MUNICIPALITY;ANDINA;Vias secundarias hasta 2020
14-1-131007-3227448;ARAUCA - ALCALDIA MUNICIPIO DE CRAVO NORTE;ARAUCA;TYPE_6;LICITACIÓN PÚBLICA;TERRENOS, EDIFICIOS, ESTRUCTURAS Y VÍAS;"CONSTRUCCION VIAS URBANAS EN PAVIMENTO RIGIDO CALLE 2 ENTRE CARRERAS 6 Y 12; CALLE 3 ENTRE CARRERA 1 Y 2; CARRERA 7 ENTRE CALLES 1 Y 3 Y CARRERA 11 ENTRE CALLES 1B Y 2; MUNICIPIO DE CRAVO NORTE; DEPARTAMENTO DE ARAUCA";3809523810,0;3809523354,0;0,0;3809523354,0;2015;2015-02-02;2015-03-02;90;2015-06-02;3227448;{'url': 'https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=14-1-131007'};800014434;9008145721;Arauca;Cravo Norte;UNIN TEMPORAL VAS URBANAS CRAVO NORTE;5912,196492589431;5912,195784899511;0,0;5912,195784899511;0;90;65,69106427666124;42328037,266666666;-1,1969999998784129e-07;-1,196999999850375e-07;0,0;0,0;0,0;MUNICIPALITY;ORINOQUIA;Vias secundarias hasta 2020
14-1-118174-2581758;BOYACA - ALCALDIA MUNICIPIO DE MACANAL;BOYACÁ;TYPE_6;LICITACIÓN PÚBLICA;TERRENOS, EDIFICIOS, ESTRUCTURAS Y VÍAS;"MEJORAMIENTO; MANTENIMIENTO Y CONSERVACION DE LA VIA PERDIGUIZ; MUNICIPIO DE MACANAL; DEPARTAMENTO DE BOYACA";450000000,0;449781294,0;0,0;449781294,0;2014;2014-07-08;2014-07-11;120;2014-11-11;2581758;{'url': 'https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=14-1-118174'};891801129;9007475351;Boyacá;Macanal;UNION TEMPORAL VD PERDIGUIZ;730,5194805194806;730,1644383116883;0,0;730,1644383116883;0;120;6,084703652597402;3748177,45;-0,0004860133333334326;-0,00048601333333333336;0,0;0,0;0,0;MUNICIPALITY;ANDINA;Vias secundarias hasta 2020
14-1-114886-2601466;ANTIOQUIA - ALCALDIA MUNICIPIO DE COPACABANA;ANTIOQUIA;TYPE_3;LICITACIÓN PÚBLICA;TERRENOS, EDIFICIOS, ESTRUCTURAS Y VÍAS;"¿MEJORAMIENTO; MANTENIMIENTO Y CONSERVACION DE LA VIA MONTANITA PARTE BAJA EN EL MUNICIPIO DE COPACABANA EN EL DEPARTAMENTO DE ANTIOQUIA¿.";270000000,0;270000000,0;0,0;270000000,0;2014;2014-06-09;2014-06-12;120;2014-10-10;2601466;{'url': 'https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=14-1-114886'};No Definido;9003281460;Antioquia;Copacabana;VIAS Y EDIFICACIONES COLOMBIA SAS;438,31168831168833;438,31168831168833;0,0;438,31168831168833;0;120;3,6525974025974026;2250000,0;0,0;0,0;0,0;0,0;0,0;MUNICIPALITY;ANDINA;Vias secundarias hasta 2020
15-1-134581-3523749;RISARALDA - GOBERNACION;RISARALDA;OTHER;LICITACIÓN PÚBLICA;TERRENOS, EDIFICIOS, ESTRUCTURAS Y VÍAS;OBRAS PARA EL MEJORAMIENTO Y/O REHABILITACION DE LA VIA ARIETE-MATEGUADUA-BELEN DE UMBRIA DEL DEPARTAMENTO DE RISARALDA;468604091,0;465896396,0;0,0;465896396,0;2015;2015-04-29;2015-04-15;90;2015-08-28;3523749;{'url': 'https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=15-1-134581'};891480085;900674228;Risaralda;Pereira;consorcio MM;727,250859005199;723,0486474741988;0,0;723,0486474741988;45;135;8,03387386082443;5176626,622222222;-0,0057782145994965065;-0,005778214599496529;0,0;0,0;0,5;DEPARTMENT_GOVERNMENT;ANDINA;Vias secundarias hasta 2020
19-21-15489-10810489;CALDAS - ALCALDIA MUNICIPIO DE RIOSUCIO;CALDAS;TYPE_4;LICITACIÓN OBRA PÚBLICA;TERRENOS, EDIFICIOS, ESTRUCTURAS Y VÍAS;REALIZAR LA CONSTRUCCION DE PAVIMENTOS VEHICULARES Y PEATONALES CON SUS CORRESPONDIENTES OBRAS COMPLEMENTARIAS EN LAS VIAS DE ACCESO Y CIRCULACION DE LA URBANIZACION PINARES EN EL MUNICIPIO DE RIOSUCIO CALDAS.;599276304,0;586656376,0;149492080,0;736148456,0;2019;2019-12-30;2020-01-29;90;2020-05-28;10810489;{'url': 'https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=19-21-15489'};890801138-4;901352402;Caldas;Riosucio;CONSORCIO ICOTOP;723,6622695371179;708,4229455776727;180,52069999855092;888,9436455762236;30;120;7,8713660619741415;6518404,177777777;-0,021058613390460224;-0,021058613390460373;0,2548205152380377;0,2548205152380376;0,3333333333333333;MUNICIPALITY;ANDINA;Vias secundarias hasta 2020
15-1-148422-4026200;ARAUCA - ALCALDIA MUNICIPIO DE FORTUL;ARAUCA;TYPE_6;LICITACIÓN PÚBLICA;TERRENOS, EDIFICIOS, ESTRUCTURAS Y VÍAS;"MANTENIMIENTO DE VIAS URBANAS MEDIANTE PAVIMENTACION EN CONCRETO RIGIDO EN EL MUNICIPIO DE FORTUL Y EN EL CENTRO POBLADO DE NUEVO CARANAL; DEL MUNICIPIO DE FORTUL DEPARTAMENTO DE ARAUCA.";2380952147,0;2380952147,0;0,0;2380952147,0;2015;2015-11-06;2015-11-06;60;2016-01-06;4026200;{'url': 'https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=15-1-148422'};No Definido;9009058313;Arauca;Fortul;CONSORCIO VIAS FORTUL 2015;3695,122444323737;3695,122444323737;0,0;3695,122444323737;11;71;61,58537407206229;39682535,78333333;0,0;0,0;0,0;0,0;0,18333333333333332;MUNICIPALITY;ORINOQUIA;Vias secundarias hasta 2020
15-1-135580-3862040;BOYACA - ALCALDIA MUNICIPIO DE CHIVOR;BOYACÁ;TYPE_6;LICITACIÓN PÚBLICA;TERRENOS, EDIFICIOS, ESTRUCTURAS Y VÍAS;"CONSTRUCCION PAVIMENTACION EN CONCRETO RIGIDO; VIAS VEHICULARES; FRENTE PLAZA DE MERCADO; PLAZA DE TOROS E IGLESIA CASCO URBANO; MUNICIPIO DE CHIVOR ¿ BOYACA";510972195,0;510677730,0;0,0;510677730,0;2015;2015-04-23;2015-06-01;180;2015-12-01;3862040;{'url': 'https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=15-1-135580'};800014989-1;9005874361;Boyacá;Chivor;INFRAESTRUCTURA CAR Y CIA SAS;793,0041049119268;792,5471094901839;0,0;792,5471094901839;0;180;4,403039497167688;2837098,5;-0,0005762838034661705;-0,0005762838034660575;0,0;0,0;0,0;MUNICIPALITY;ANDINA;Vias secundarias hasta 2020
18-21-6980-8014960;CUNDINAMARCA - ALCALDIA MUNICIPIO DE TOCANCIPA;CUNDINAMARCA;TYPE_5;LICITACIÓN OBRA PÚBLICA;TERRENOS, EDIFICIOS, ESTRUCTURAS Y VÍAS;CONSTRUCCION PRIMERA ETAPA DE LA VIA LA SELVA DEL MUNICIPIO DE TOCANCIPA;2400000000,0;1880779875,0;916590284,0;2797370159,0;2018;2018-12-28;2018-12-28;240;2020-03-28;8014960;{'url': 'https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=18-21-6980'};800093439-1;901240901;Cundinamarca;Tocancipá;CONSORCIO VIA LA SELVA;3072,031457602126;2407,422892010414;1173,2475775751943;3580,6704695856088;219;459;10,03092871671006;7836582,8125;-0,21634171875000002;-0,21634171875;0,4873458591213392;0,4873458591213393;0,9125;MUNICIPALITY;ANDINA;Vias secundarias hasta 2020
14-1-116813-2594583;CUNDINAMARCA - ALCALDIA MUNICIPIO DE SUPATA;CUNDINAMARCA;TYPE_6;LICITACIÓN PÚBLICA;TERRENOS, EDIFICIOS, ESTRUCTURAS Y VÍAS;"MEJORAMIENTO; MANTENIMIENTO Y CONSERVACION DE LA VIA PROVIDENCIA - SANTA ROSA - LAS DELICIAS EN EL MUNICIPIO DE SUPATA DEL DEPARTAMENTO DE CUNDINAMARCA.";180000000,0;179995561,0;0,0;179995561,0;2014;2014-06-10;2014-07-21;120;2014-11-21;2594583;{'url': 'https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=14-1-116813'};899999398;9001609960;Bogotá D.C.;Supatá;PROICAM SAS;292,2077922077922;292,20058603896103;0,0;292,20058603896103;0;120;2,4350048836580087;1499963,0083333333;-2,4661111111034493e-05;-2,4661111111111112e-05;0,0;0,0;0,0;MUNICIPALITY;ANDINA;Vias secundarias hasta 2020
18-21-4751-7810036;BOYACA - ALCALDIA MUNICIPIO DE MUZO;BOYACÁ;TYPE_6;LICITACIÓN OBRA PÚBLICA;TERRENOS, EDIFICIOS, ESTRUCTURAS Y VÍAS;CONSTRUCCION Y REHABILITACION DE REDES Y VIAS URBANAS DEL MUNICIPIO DE MUZO - BOYACA;1088281381,0;1085997642,0;230000000,0;1315997642,0;2018;2018-09-07;2018-09-11;120;2019-01-11;7810036;{'url': 'https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=18-21-4751'};800077808-7;900283268;Boyacá;Muzo;INTER INGENIERIA SAS;1393,014432147785;1390,091216294055;294,4030146868704;1684,4942309809253;0;120;11,584093469117125;9049980,35;-0,002098482102028986;-0,002098482102029089;0,211786831853913;0,21178683185391298;0,0;MUNICIPALITY;ANDINA;Vias secundarias hasta 2020
19-21-15159-9398385;META - ALCALDIA MUNICIPIO DE VISTA HERMOSA;META;TYPE_6;LICITACIÓN OBRA PÚBLICA;TERRENOS, EDIFICIOS, ESTRUCTURAS Y VÍAS;"MEJORAMIENTO EN PAVIMENTO ASFALTICO DE LA VIA HACIA PINALITO DESDE EL K0+000 AL K1+670 EN EL MUNICIPIO DE VISTAHERMOSA; META";2179851699,0;2092893592,0;0,0;2092893592,0;2019;2019-12-26;2019-12-26;270;2020-09-21;9398385;{'url': 'https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=19-21-15159'};892099173;9013518658;Meta;Vistahermosa;UNION TEMPORAL VIA PIÑAL;2632,302357399205;2527,2952001893455;0,0;2527,2952001893455;0;270;9,360352593293872;7751457,748148148;-0,03989175366374318;-0,03989175366374316;0,0;0,0;0,0;MUNICIPALITY;ORINOQUIA;Vias secundarias hasta 2020
