CONTRACT_ID,ENTITY_NAME,DEPARTMENT,MUNICIPALITY_TYPE,PROCESS_TYPE,CONTRACT_OBJECT,OBJETC_DETAIL,ESTIMATED_COST_ORIG,CONTRACT_VALUE_ORIG,ADDITIONAL_COST_ORIG,FINAL_COST_ORIG,YEAR,CONTRACT_DATE,START_DATE,ORIGINAL_DEADLINE,END_DATE,ID_ADJUDICACION,URLPROCESO,NIT_ENTIDAD,ID_CONTRATISTA,DPTO_MUN_CONTRATISTA,MUNICIPALITY,NOM_CONTRATISTA,ESTIMATED_COST_NORM,CONTRACT_VALUE_NORM,ADDITIONAL_COST_NORM,FINAL_COST_NORM,ADDITIONAL_TIME,FINAL_DEADLINE,PROJECT_INTENSITY_NORM,PROJECT_INTENSITY_ORIG,AWARD_GROWTH_NORM,AWARD_GROWTH_ORIG,COST_DEVIATION_ORIG,COST_DEVIATION_NORM,TIME_DEVIATION,OWNER,REGION,GROUP
17-1-177453-6550875,CUNDINAMARCA - ALCALDIA MUNICIPIO DE NOCAIMA,CUNDINAMARCA,TYPE_6,LICITACIÓN PÚBLICA,"TERRENOS, EDIFICIOS, ESTRUCTURAS Y VÍAS",CONSTRUCCION DE PLACA HUELLA EN CONCRETO EN LAS DIFERENTES VIAS RURALES EN EL MUNICIPIO DE NOCAIMA CUNDINAMARCA,929605162.0,233228908.0,0.0,233228908.0,2017,2017-09-14,2017-10-23,60,2017-12-23,6550875,{'url': 'https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=17-1-177453'},800094713-8,830100540,Cundinamarca,Nocaima,INGENIERIA CIVIL Y GEODESIA SAS INCIGE SAS,1260.1108040074987,316.1495641282497,0.0,316.1495641282497,0,60,5.269159402137495,3887148.466666667,-0.7491097107311459,-0.7491097107311459,0.0,0.0,0.0,MUNICIPALITY,ANDINA,Vias Rurales hasta 2020
17-1-174988-6226503,BOYACA - ALCALDIA MUNICIPIO DE SANTA SOFIA,BOYACÁ,TYPE_6,LICITACIÓN PÚBLICA,"TERRENOS, EDIFICIOS, ESTRUCTURAS Y VÍAS",CONSTRUCCION DE PLACA HUELLAS VIAS TERCIARIAS DEL MUNICIPIO SANTA SOFIA  BOYACA,499956611.0,499956611.0,0.0,499956611.0,2017,2017-07-24,2017-07-26,150,2017-12-26,6226503,{'url': 'https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=17-1-174988'},800099651,900602035,Bogotá D.C.,Santa Sofía,EMPORIO CONSTRUCCIONES SAS,677.707862229012,677.707862229012,0.0,677.707862229012,0,150,4.51805241486008,3333044.0733333332,0.0,0.0,0.0,0.0,0.0,MUNICIPALITY,ANDINA,Vias Rurales hasta 2020
19-21-8895-8467711,NARINO - ALCALDIA MUNICIPIO DE ARBOLEDA (BERRUECOS),NARIÑO,TYPE_2,LICITACIÓN OBRA PÚBLICA,"TERRENOS, EDIFICIOS, ESTRUCTURAS Y VÍAS",CONTRATAR LA OBRA PUBLICA PARA LA CONSTRUCCION PLACA HUELLA VIA QUE COMUNICA A BERRUECOS  CON LA VEREDA CHIRIURCO MUNICIPIO DE ARBOLEDA NARINO. BPIM 20190520510020,418175279.0,417840662.0,0.0,417840662.0,2019,2019-04-15,2019-08-20,90,2019-11-18,8467711,{'url': 'https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=19-21-8895'},800093386-8,87471421,Nariño,Arboleda,JOS NOLBERTO LPEZ RIASCOS,504.9718626376015,504.56779243487625,0.0,504.56779243487625,0,90,5.606308804831959,4642674.022222222,-0.000800183599566631,-0.0008001835995666305,0.0,0.0,0.0,MUNICIPALITY,PACIFICA,Vias Rurales hasta 2020
16-1-161917-5292598,TOLIMA - GOBERNACION,TOLIMA,OTHER,LICITACIÓN PÚBLICA,"TERRENOS, EDIFICIOS, ESTRUCTURAS Y VÍAS",CONSTRUCCION DE OBRAS CIVILES PARA EL MEJORAMIENTO DEL ENTORNO FISICO DE LA VEREDA LA URIBE SECTOR CENTRO POBLADO MUNICIPIO DE RIOBLANCO-TOLIMA (MEJORAMIENTO DE VIAS PAVIMENTACION CON PLACA HUELLAS TIPO INVIAS; SANEAMIENTO BASIC° Y AGUA POTABLES,1270500000.0,1246514191.0,0.0,1246514191.0,2016,2016-11-15,2016-11-15,60,2017-04-04,5292598,{'url': 'https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=16-1-161917'},800113672,901023632,Tolima,Ibagué,CONSORCIO CP LA URIBE 2016,1842.7598610496698,1807.970340341284,0.0,1807.970340341284,80,140,30.13283900568807,20775236.516666666,-0.018879031090122036,-0.018879031090121998,0.0,0.0,1.3333333333333333,DEPARTMENT_GOVERNMENT,ANDINA,Vias Rurales hasta 2020
18-1-188307-7333483,CORDOBA - ALCALDIA MUNICIPIO DE BUENAVISTA,CÓRDOBA,TYPE_5,LICITACIÓN PÚBLICA,"TERRENOS, EDIFICIOS, ESTRUCTURAS Y VÍAS",REHABILITACION Y MEJORAMIENTO DE PUNTOS CRITICOS EN LA VIA VILLA FATIMA - EL VIAJANO; ZONA RURAL DEL MUNICIPIO DE BUENAVISTA; CORDOBA,794014584.0,793868990.0,0.0,793868990.0,2018,2018-04-23,2018-04-30,60,2018-06-30,7333483,{'url': 'https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=18-1-188307'},800096739,10954770,Córdoba,Buenavista,LUIS DANIEL LOZANO BUSTILLO,1016.3490749345274,1016.1627127061781,0.0,1016.1627127061781,0,60,16.936045211769635,13231149.833333334,-0.00018336439019365325,-0.0001833643901936189,0.0,0.0,0.0,MUNICIPALITY,CARIBE,Vias Rurales hasta 2020
19-21-14800-9365621,ANTIOQUIA - ALCALDIA MUNICIPIO DE ARGELIA,ANTIOQUIA,TYPE_6,LICITACIÓN OBRA PÚBLICA,"TERRENOS, EDIFICIOS, ESTRUCTURAS Y VÍAS",MEJORAMIENTO DE VIAS TERCIARIAS EN LA VEREDA EL ZANCUDO MUNICIPIO DE ARGELIA ANTIOQUIA.,4769215350.0,4701007012.0,0.0,4701007012.0,2019,2019-12-23,2019-12-23,210,2020-10-23,9365621,{'url': 'https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=19-21-14800'},890981786,901347705,Antioquia,Argelia,CONSORCIO VIAS TERCIARIAS ANT,5759.115087741331,5676.749407087896,0.0,5676.749407087896,112,322,27.032140033751883,22385747.676190477,-0.014301794528947061,-0.01430179452894699,0.0,0.0,0.5333333333333333,MUNICIPALITY,ANDINA,Vias Rurales hasta 2020
16-1-164395-5438261,TOLIMA - GOBERNACION,TOLIMA,OTHER,LICITACIÓN PÚBLICA,"TERRENOS, EDIFICIOS, ESTRUCTURAS Y VÍAS",MEJORAMIENTO Y PAVIMENTACION DE LA VIA CHUCUNI EN ZONA RURAL DE IBAGUE- DEPARTAMENTO DEL TOLIMA,1668791401.0,1665538850.0,571543750.0,2237082600.0,2016,2016-12-27,2016-12-27,120,2017-06-10,5438261,{'url': 'https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=16-1-164395'},800113672,901037527,Bogotá D.C.,Ibagué,CONSORCIO VIAS PARA EL PROGRESO 2016,2420.4500670819707,2415.7324988577934,828.9790486688761,3244.7115475266696,45,165,20.13110415714828,13879490.416666666,-0.0019490458771845923,-0.0019490458771845025,0.3431584618995828,0.3431584618995829,0.375,DEPARTMENT_GOVERNMENT,ANDINA,Vias Rurales hasta 2020
15-1-139495-3883849,CUNDINAMARCA - ALCALDIA MUNICIPIO DE EL ROSAL,CUNDINAMARCA,TYPE_6,LICITACIÓN PÚBLICA,"TERRENOS, EDIFICIOS, ESTRUCTURAS Y VÍAS",MEJORAMIENTO; MANTENIMIENTO Y CONSERVACION DE LAS VIAS RURALES DEL MUNICIPIO DE EL ROSAL,2576456340.0,2574290464.0,0.0,2574290464.0,2015,2015-08-11,2015-08-31,120,2016-04-30,3883849,{'url': 'https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=15-1-139495'},832002318,9008687316,Bogotá D.C.,El Rosal,UNION TEMPORAL 3P,3998.5354853728563,3995.174150694498,0.0,3995.174150694498,120,240,33.29311792245415,21452420.533333335,-0.0008406414525153885,-0.0008406414525153568,0.0,0.0,1.0,MUNICIPALITY,ANDINA,Vias Rurales hasta 2020
16-1-157960-4886991,SANTANDER - ALCALDIA MUNICIPIO DE LOS SANTOS,SANTANDER,TYPE_6,LICITACIÓN PÚBLICA,"TERRENOS, EDIFICIOS, ESTRUCTURAS Y VÍAS",CONSTRUCCION DE PAVIMENTO RIGIDO EN LA VIA A LA VEREDA LOS TERES EN EL K1+670 AL K1+905; DEL MUNICIPIO DE LOS SANTOS DEPARTAMENTO DE SANTANDER.,460855004.0,460855004.0,0.0,460855004.0,2016,2016-06-10,2016-07-05,90,2016-10-05,4886991,{'url': 'https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=16-1-157960'},800044113-5,9008511219,Santander,Los Santos,INGERARCOL SAS,668.4337687013656,668.4337687013656,0.0,668.4337687013656,0,90,7.427041874459618,5120611.155555556,0.0,0.0,0.0,0.0,0.0,MUNICIPALITY,ANDINA,Vias Rurales hasta 2020
18-21-6643-7981776,CAUCA - ALCALDIA MUNICIPIO DE LA VEGA,CAUCA,OTHER,LICITACIÓN OBRA PÚBLICA,"TERRENOS, EDIFICIOS, ESTRUCTURAS Y VÍAS",CONSTRUCCION PLACA HUELLA EN LA VIA ARBELA  LOS PLANES  LA VENTICA  NUEVA ARGELIA EN EL MARCO DEL PROYECTO DE  MEJORAMIENTO DE LA RED VIAL TERCIARIA DEL MUNICIPIO DE LA VEGA CAUCA,556268771.0,556268658.0,0.0,556268658.0,2018,2018-12-11,2018-12-20,210,2019-07-20,7981776,{'url': 'https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=18-21-6643'},891500997,76333572,Cauca,La Vega,LIVIO EFREN NAVIA PERAFAN,712.0313180806971,712.031173439216,0.0,712.031173439216,0,210,3.390624635424838,2648898.3714285716,-2.031392123768612e-07,-2.0313921235747388e-07,0.0,0.0,0.0,DEPARTMENT_GOVERNMENT,PACIFICA,Vias Rurales hasta 2020
17-1-183010-7160334,BOYACA - ALCALDIA MUNICIPIO DE SAMACA,BOYACÁ,TYPE_6,LICITACIÓN PÚBLICA,"TERRENOS, EDIFICIOS, ESTRUCTURAS Y VÍAS",CONSTRUCCION PLACA HUELLA EN LA VIA QUE COMUNICA LOS SECTORES EL KIOSKO A PALENQUE VEREDA GACAL DEL MUNICIPIO DE SAMACA; BOYACA,474459268.0,474456113.0,0.0,474456113.0,2018,2018-02-19,2018-02-28,90,2018-06-28,7160334,{'url': 'https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=17-1-183010'},800016757,74186667,Boyacá,Samacá,LUIS ANDRES PEDRAZA CHAPARRO,607.314081936199,607.3100434948453,0.0,607.3100434948453,30,120,6.747889372164948,5271734.588888889,-6.649675141467017e-06,-6.649675141344273e-06,0.0,0.0,0.3333333333333333,MUNICIPALITY,ANDINA,Vias Rurales hasta 2020
19-1-199211-8456388,BOYACA - ALCALDIA MUNICIPIO DE SAMACA,BOYACÁ,TYPE_6,LICITACIÓN PÚBLICA,"TERRENOS, EDIFICIOS, ESTRUCTURAS Y VÍAS",MEJORAMIENTO Y CARACTERIZACION DE LAS VIAS TERCIARIAS DE SAMACA; BOYACA; SGR,644828236.0,644824183.0,0.0,644824183.0,2019,2019-04-09,2019-04-22,150,2019-09-22,8456388,{'url': 'https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=19-1-199211'},800016757,820003826,Boyacá,Samacá,LH CONSTRUCCIONES CIVILES SAS,778.6689739118674,778.6640796699979,0.0,778.6640796699979,0,150,5.191093864466652,4298827.886666667,-6.285394735682669e-06,-6.28539473572308e-06,0.0,0.0,0.0,MUNICIPALITY,ANDINA,Vias Rurales hasta 2020
18-21-3204-7549674,ANTIOQUIA - ALCALDIA MUNICIPIO DE BURITICA,ANTIOQUIA,TYPE_6,LICITACIÓN OBRA PÚBLICA,"TERRENOS, EDIFICIOS, ESTRUCTURAS Y VÍAS",MANTENIMIENTO; CONSTRUCCION DE OBRA COMPLEMENTARIAS EN LAS VIAS TERCIARIAS BURITICA- ANTIOQUIA- EL CIENTO Y MANTENIMIENTOS DE CAMINOS CARRETEA BLES.,560000000.0,560000000.0,208711000.0,768711000.0,2018,2018-07-13,2018-08-03,90,2018-11-01,7549674,{'url': 'https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=18-21-3204'},891900353-1,900007115,Antioquia,Buriticá,ASOCIACION PARA EL MANEJO AMBIENTAL Y CONSTRUCCIONES CIVILES MAYCOC,716.8073401071626,716.8073401071626,267.15281564483223,983.9601557519949,0,90,7.964526001190696,6222222.222222222,0.0,0.0,0.3726982142857143,0.37269821428571437,0.0,MUNICIPALITY,ANDINA,Vias Rurales hasta 2020
17-1-184498-7335335,PUTUMAYO - ALCALDIA MUNICIPIO DE MOCOA,PUTUMAYO,TYPE_6,LICITACIÓN PÚBLICA,"TERRENOS, EDIFICIOS, ESTRUCTURAS Y VÍAS",MEJORAMIENTO DE LA MAYA VIAL MEDIANTE LA PAVIMENTACION EN CONCRETO HIDRAULICO DE LA VIA A LA VEREDA VILLA NUEVA DEL MUNICIPIO DE MOCOA PUTUMAYO,3290104150.0,3288432996.0,602662601.0,3891095597.0,2018,2018-04-30,2018-05-01,240,2019-08-01,7335335,{'url': 'https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=17-1-184498'},800102891,901172671,Putumayo,San Miguel de Mocoa,CONSORCIO DE VIAS POR MOCOA,4211.37643649471,4209.237337470336,771.4160285801327,4980.653366050468,210,450,17.5384889061264,13701804.15,-0.0005079334646595733,-0.0005079334646594698,0.18326741087109563,0.18326741087109563,0.875,MUNICIPALITY,AMAZONIA,Vias Rurales hasta 2020
15-1-144978-3897893,ANTIOQUIA - ALCALDIA MUNICIPIO DE SAN JERONIMO,ANTIOQUIA,TYPE_6,LICITACIÓN PÚBLICA,"TERRENOS, EDIFICIOS, ESTRUCTURAS Y VÍAS",MEJORAMIENTO DE VIAS TERCIARIAS EN EL MUNICIPIO DE SAN JERONIMO; ANTIOQUIA,300000000.0,299997914.0,0.0,299997914.0,2015,2015-09-02,2015-09-15,90,2015-12-15,3897893,{'url': 'https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=15-1-144978'},No Definido,9001957009,Antioquia,San Jerónimo,DISTRISUCOM LTDA,465.58547373321954,465.5822363622255,0.0,465.5822363622255,0,90,5.173135959580283,3333310.1555555556,-6.9533333333719725e-06,-6.953333333333333e-06,0.0,0.0,0.0,MUNICIPALITY,ANDINA,Vias Rurales hasta 2020
15-1-145033-4711687,"ANTIOQUIA - DISTRITO ESPECIAL DE CIENCIA, TECNOLOGICA E INNOVACION DE MEDELLIN",ANTIOQUIA,TYPE_2,LICITACIÓN PÚBLICA,"TERRENOS, EDIFICIOS, ESTRUCTURAS Y VÍAS",CONSTRUCCION DE OBRAS DE MEJORAMIENTO VIAL Y ESPACIO PUBLICO EN DIFERENTES SITIOS DE LA ZONA RURAL DE PALMITAS ( PROGRAMA PL-PP 2014-2015),870285582.0,854476063.0,0.0,854476063.0,2015,2015-11-23,2016-02-22,120,2016-06-22,4711687,{'url': 'https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=15-1-145033'},890905211-1,9009091274,Antioquia,Medellín,CONSORCIO LAS PALMAS,1350.6410832622023,1326.105475285171,0.0,1326.105475285171,0,120,11.050878960709758,7120633.858333333,-0.01816589786960313,-0.01816589786960299,0.0,0.0,0.0,MUNICIPALITY,ANDINA,Vias Rurales hasta 2020
15-1-151608-4091116,SANTANDER - ALCALDIA MUNICIPIO DE CHIMA,SANTANDER,TYPE_6,LICITACIÓN PÚBLICA,"TERRENOS, EDIFICIOS, ESTRUCTURAS Y VÍAS",MEJORAMIENTO Y CONSERVACION DE LA VIA QUE COMUNICA A LA VEREDA SABANETA DEL MUNICIPIO DE CHIMA - SANTANDER,180417362.0,180417362.0,0.0,180417362.0,2015,2015-11-30,2015-11-30,30,2015-12-30,4091116,{'url': 'https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=15-1-151608'},890206290-4,9004116323,Santander,Chima,FEMART CONSTRUCCIONES SAS,279.9990098548925,279.9990098548925,0.0,279.9990098548925,0,30,9.333300328496417,6013912.066666666,0.0,0.0,0.0,0.0,0.0,MUNICIPALITY,ANDINA,Vias Rurales hasta 2020
17-1-170172-6156411,SANTANDER - ALCALDIA MUNICIPIO DE BARICHARA,SANTANDER,TYPE_6,LICITACIÓN PÚBLICA,"TERRENOS, EDIFICIOS, ESTRUCTURAS Y VÍAS",OBRA PUBLICA PARA EL MEJORAMIENTO Y MANTENIMIENTO DE VIAS; VEREDAS PARAMITO; SAN JOSE ALTO; SAN JOSE BAJO; LLANO HIGUERAS; GUAYABAL; EL CAUCHO; CHAGUETE Y CARAQUITAS DEL MUNICIPIO DE BARICHARA,229620000.0,229558524.0,0.0,229558524.0,2017,2017-04-17,2017-04-17,90,2017-07-17,6156411,{'url': 'https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=17-1-170172'},890980445-7,9001527503,Santander,Barichara,PROCON,311.2575689593706,311.1742361908428,0.0,311.1742361908428,0,90,3.4574915132315867,2550650.2666666666,-0.0002677292918735735,-0.0002677292918735302,0.0,0.0,0.0,MUNICIPALITY,ANDINA,Vias Rurales hasta 2020
15-1-150942-4103768,ARAUCA - ALCALDIA MUNICIPIO DE FORTUL,ARAUCA,TYPE_6,LICITACIÓN PÚBLICA,"TERRENOS, EDIFICIOS, ESTRUCTURAS Y VÍAS",MANTENIMIENTO VIAS TERCIARIAS EN EL MUNICIPIO DE FORTUL; DEPARTAMENTO DE ARAUCA¿.,840361340.0,840361340.0,0.0,840361340.0,2015,2015-12-01,2015-12-01,30,2016-01-01,4103768,{'url': 'https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=15-1-150942'},No Definido,9009141084,Arauca,Fortul,CONSORCIO VIAS TERCIARIAS 2015,1304.2001086366106,1304.2001086366106,0.0,1304.2001086366106,0,30,43.47333695455369,28012044.666666668,0.0,0.0,0.0,0.0,0.0,MUNICIPALITY,ORINOQUIA,Vias Rurales hasta 2020
17-1-168820-5884000,META - ALCALDIA MUNICIPIO DE PUERTO LLERAS,META,TYPE_6,LICITACIÓN PÚBLICA,"TERRENOS, EDIFICIOS, ESTRUCTURAS Y VÍAS",MANTENIMIENTO VIA VEREDA EL CANADA Y VIA VEREDA VERACRUZ EN EL MUNICIPIO DE PUERTO LLERAS - META,250000000.0,249955864.0,51149999.0,301105863.0,2017,2017-04-06,2017-04-20,60,2017-06-20,5884000,{'url': 'https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=17-1-168820'},No Definido,901069648,Meta,Puerto Lleras,CONSORCIO MEJORAMIENTO VIAL,338.8833387328745,338.82351091272125,69.33552974921277,408.15904066193406,20,80,5.647058515212021,4165931.066666667,-0.0001765440000000082,-0.000176544,0.2046361232797483,0.20463612327974842,0.3333333333333333,MUNICIPALITY,ORINOQUIA,Vias Rurales hasta 2020
17-1-177453-6550545,CUNDINAMARCA - ALCALDIA MUNICIPIO DE NOCAIMA,CUNDINAMARCA,TYPE_6,LICITACIÓN PÚBLICA,"TERRENOS, EDIFICIOS, ESTRUCTURAS Y VÍAS",CONSTRUCCION DE PLACA HUELLA EN CONCRETO EN LAS DIFERENTES VIAS RURALES EN EL MUNICIPIO DE NOCAIMA CUNDINAMARCA,929605162.0,299142779.0,0.0,299142779.0,2017,2017-09-14,2017-10-23,60,2017-12-23,6550545,{'url': 'https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=17-1-177453'},800094713-8,830143870,Cundinamarca,Nocaima,PICO CONSTRUCCIONES SAS,1260.1108040074987,405.4980148214017,0.0,405.4980148214017,0,60,6.758300247023361,4985712.983333333,-0.6782044773111963,-0.6782044773111964,0.0,0.0,0.0,MUNICIPALITY,ANDINA,Vias Rurales hasta 2020
17-1-182401-6738610,BOYACA - ALCALDIA MUNICIPIO DE SANTA SOFIA,BOYACÁ,TYPE_6,LICITACIÓN PÚBLICA,"TERRENOS, EDIFICIOS, ESTRUCTURAS Y VÍAS",CONSTRUCCION DE PLACA HUELLAS VIAS TERCIARIAS DEL MUNICIPIO SANTA SOFIA  BOYACA  VEREDA HORNILLAS,250000000.0,250000000.0,0.0,250000000.0,2017,2017-12-14,2017-12-15,20,2018-01-04,6738610,{'url': 'https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=17-1-182401'},800099651,900786805,Boyacá,Santa Sofía,INGENIERIA Y SOLUCIONES GAFER SAS,338.8833387328745,338.8833387328745,0.0,338.8833387328745,0,20,16.944166936643725,12500000.0,0.0,0.0,0.0,0.0,0.0,MUNICIPALITY,ANDINA,Vias Rurales hasta 2020
18-21-7603-8202738,CUNDINAMARCA - ALCALDIA MUNICIPIO DE AGUA DE DIOS,CUNDINAMARCA,TYPE_6,LICITACIÓN OBRA PÚBLICA,"TERRENOS, EDIFICIOS, ESTRUCTURAS Y VÍAS",CONTRATAR EL MEJORAMIENTO DE LA VIA QUE CONDUCE DESDE LA INTERSECCION VIA AGUA DE DIOS  RICAURTE  A LA VEREDA LETICIA SECTOR EL CAUCHO DEL MUNICIPIO DE AGUA DE DIOS CUNDINAMARCA,444000000.0,443350720.0,51051221.0,494401941.0,2019,2019-02-11,2019-04-01,150,2019-10-01,8202738,{'url': 'https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=18-21-7603'},891180139-9,901253019,Cundinamarca,Agua de Dios,UNIN TEMPORAL VAS AGUA DE DIOS,536.1567703075415,535.3727255601872,61.64742741355076,597.0201529737379,30,180,3.5691515037345813,2955671.466666667,-0.0014623423423424644,-0.0014623423423423423,0.11514861417164271,0.11514861417164272,0.2,MUNICIPALITY,ANDINA,Vias Rurales hasta 2020
18-21-1401-7377806,GUAVIARE - GOBERNACION,GUAVIARE,OTHER,LICITACIÓN OBRA PÚBLICA,"TERRENOS, EDIFICIOS, ESTRUCTURAS Y VÍAS",CONSTRUCCION OBRAS DE ARTE EN LA VIA EL MORRO - LA FUGA EN LA VEREDA TAGUARA - RESGUARDO INDIGENA FANAJIW DEL MUNICIPIO DE SAN JOSE DEL GUAVIARE - GUAVIARE,2884737757.0,2884737757.0,0.0,2884737757.0,2018,2018-05-29,2018-07-12,360,2019-07-12,7377806,{'url': 'https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=18-21-1401'},800103196,901182627,Guaviare,San José del Guaviare,UNION TEMPORAL TAGUARA 2018,3692.5021401819154,3692.5021401819154,0.0,3692.5021401819154,0,360,10.256950389394209,8013160.436111111,0.0,0.0,0.0,0.0,0.0,DEPARTMENT_GOVERNMENT,AMAZONIA,Vias Rurales hasta 2020
18-1-193604-8128853,SANTANDER - ALCALDIA MUNICIPIO DE GAMBITA,SANTANDER,TYPE_6,LICITACIÓN PÚBLICA,"TERRENOS, EDIFICIOS, ESTRUCTURAS Y VÍAS",MEJORAMIENTO Y MANTENIMIENTO DE VIAS TERCIARIAS EN EL MUNICIPIO DE GAMBITA,387496412.0,386935143.0,0.0,386935143.0,2018,2018-09-24,2018-10-04,90,2019-01-04,8128853,{'url': 'https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=18-1-193604'},800099691,804010292,Santander,Gambita,SERBISAN,496.0004864049808,495.28205472824044,0.0,495.28205472824044,0,90,5.503133941424894,4299279.366666666,-0.001448449540740485,-0.0014484495407405217,0.0,0.0,0.0,MUNICIPALITY,ANDINA,Vias Rurales hasta 2020
16-1-161452-5403948,ANTIOQUIA - ALCALDIA MUNICIPIO DE GUARNE,ANTIOQUIA,TYPE_6,LICITACIÓN PÚBLICA,"TERRENOS, EDIFICIOS, ESTRUCTURAS Y VÍAS",CONSTRUCCION DE PLACA HUELLA EN CONCRETO Y OBRAS COMPLEMENTARIAS EN LA VIA DE LA VEREDA SAN ISIDRO SECTORES EL QUIEBRA PATAS Y CUATRO ESQUINAS DEL MUNICIPIO DE GUARNE; EN ASOCIO CON LA GOBERNACION DE ANTIOQUIA,258155115.0,258155115.0,0.0,258155115.0,2016,2016-10-03,2016-10-24,45,2017-01-01,5403948,{'url': 'https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=16-1-161452'},No Definido,811040317,Antioquia,Guarne,CONSULCON SAS,374.4335961012684,374.4335961012684,0.0,374.4335961012684,24,69,8.320746580028187,5736780.333333333,0.0,0.0,0.0,0.0,0.5333333333333333,MUNICIPALITY,ANDINA,Vias Rurales hasta 2020
16-1-161867-6353427,CORDOBA - ALCALDIA MUNICIPIO DE LOS CORDOBAS,CÓRDOBA,TYPE_6,LICITACIÓN PÚBLICA,"TERRENOS, EDIFICIOS, ESTRUCTURAS Y VÍAS",MEJORAMIENTO DE VIAS TERCIARIAS Y CONSTRUCCION DE BOX CULBERT EN LA VIA LOS CORDOBAS-SAN RAFAEL EN EL MUNICIPIO DE LOS CORDOBAS DEPARTAMENTO DE CORDOBA.,627375594.0,627342919.0,0.0,627342919.0,2016,2016-10-12,2016-10-24,60,2016-12-24,6353427,{'url': 'https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=16-1-161867'},800096761,79569675,Córdoba,Los Córdobas,JORGE ESCOBAR BUELVAS,909.9587268204597,909.9113343147849,0.0,909.9113343147849,0,60,15.165188905246415,10455715.316666666,-5.208203875398829e-05,-5.20820387539653e-05,0.0,0.0,0.0,MUNICIPALITY,CARIBE,Vias Rurales hasta 2020
17-1-172981-6110216,BOYACA - ALCALDIA MUNICIPIO DE SANTANA,BOYACÁ,TYPE_6,LICITACIÓN PÚBLICA,"TERRENOS, EDIFICIOS, ESTRUCTURAS Y VÍAS",MEJORAMIENTO DE LA VIA EN LA VEREDA SAN JUAN SECTOR EL RODEO MEDIANTE LA CONSTRUCCION DE PLACA HUELLA DEL MUNICIPIO DE SANTANA BOYACA,229015083.0,229003293.0,15000000.0,244003293.0,2017,2017-06-15,2017-06-27,90,2017-09-27,6110216,{'url': 'https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=17-1-172981'},800020733,900383219,Boyacá,Santana,OSN CONSTRUCCIONES SAS,310.4375837889055,310.42160205065085,20.33300032397247,330.75460237462335,0,90,3.449128911673898,2544481.033333333,-5.148132535885064e-05,-5.148132535881927e-05,0.06550124150398134,0.06550124150398143,0.0,MUNICIPALITY,ANDINA,Vias Rurales hasta 2020
15-1-152569-4193720,VALLE DEL CAUCA - ALCALDIA MUNICIPIO DE CARTAGO,VALLE DEL CAUCA,TYPE_3,LICITACIÓN PÚBLICA,"TERRENOS, EDIFICIOS, ESTRUCTURAS Y VÍAS",CONSTRUCCION PLACA HUELLA; MANTENIMIENTO Y MEJORAMIENTO VIA VEREDA EL GUAYABO CORREGIMIENTO DE COLORADAS CARTAGO; VALLE DEL CAUCA.,925925926.0,925507045.0,0.0,925507045.0,2015,2015-12-23,2016-01-15,180,2016-07-15,4193720,{'url': 'https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=15-1-152569'},891900493,9009204012,Valle del Cauca,Cartago,CONSORCIO PLACA HUELLAS RURAL 2016,1436.9922029952666,1436.3421199658571,0.0,1436.3421199658571,0,180,7.979678444254762,5141705.805555556,-0.00045239147996376227,-0.0004523914799638087,0.0,0.0,0.0,MUNICIPALITY,PACIFICA,Vias Rurales hasta 2020
