CONTRACT_ID,ENTITY_NAME,DEPARTMENT,MUNICIPALITY_TYPE,PROCESS_TYPE,CONTRACT_OBJECT,OBJETC_DETAIL,ESTIMATED_COST_ORIG,CONTRACT_VALUE_ORIG,ADDITIONAL_COST_ORIG,FINAL_COST_ORIG,YEAR,CONTRACT_DATE,START_DATE,ORIGINAL_DEADLINE,END_DATE,ID_ADJUDICACION,URLPROCESO,NIT_ENTIDAD,ID_CONTRATISTA,ESTIMATED_COST_NORM,CONTRACT_VALUE_NORM,ADDITIONAL_COST_NORM,FINAL_COST_NORM,ADDITIONAL_TIME,FINAL_DEADLINE,PROJECT_INTENSITY_NORM,PROJECT_INTENSITY_ORIG,AWARD_GROWTH_NORM,AWARD_GROWTH_ORIG,COST_DEVIATION_ORIG,COST_DEVIATION_NORM,TIME_DEVIATION,OWNER,REGION,GROUP,COST_GROUP_QUANTILE
15-12-4209776-3886410,VALLE DEL CAUCA - ALCALDIA MUNICIPIO DE YUMBO,VALLE DEL CAUCA,TYPE_1,CONTRATACIÓN DIRECTA (LEY 1150 DE 2007),"TERRENOS, EDIFICIOS, ESTRUCTURAS Y VÍAS",MANTENIMIENTO VIAL Y OBRAS COMPLEMENTARIAS EN LA VIA VEREDA LOS CHANCOS EN EL CORREGIMIENTO MONTANITAS ZONA RURAL DEL MUNICIPIO DE YUMBO,28629622.0,28629622.0,0.0,28629622.0,2015,2015-05-29,2015-06-05,60,2015-08-04,3886410,{'url': 'https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=15-12-4209776'},890399025,9005642651,44.431787072243345,44.431787072243345,0.0,44.431787072243345,0,60,0.740529784537389,477160.36666666664,0.0,0.0,0.0,0.0,0.0,MUNICIPALITY,PACIFICA,Vias Rurales hasta 2020,2
18-12-8806181-8008108,CUNDINAMARCA - INSTITUTO DE INFRAESTRUCTURA Y CONCESIONES DE CUNDINAMARCA - ICCU,BOGOTÁ D.C.,OTHER,CONTRATACIÓN DIRECTA (LEY 1150 DE 2007),"TERRENOS, EDIFICIOS, ESTRUCTURAS Y VÍAS",MEJORAMIENTO DE LA VIA QUE CONDUCE DE LA VEREDA GRAMALITAL A LA VEREDA CHACARA SECTOR LA CEIBA DEL MPIO DE BELTRAN,50000000.0,50000000.0,0.0,50000000.0,2018,2018-12-24,2018-12-31,240,2019-08-31,8008108,{'url': 'https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=18-12-8806181'},900258711,800094624,64.00065536671096,64.00065536671096,0.0,64.00065536671096,0,240,0.26666939736129563,208333.33333333334,0.0,0.0,0.0,0.0,0.0,DEPARTMENT_GOVERNMENT,ANDINA,Vias Rurales hasta 2020,2
19-13-9774622-10536842,CAUCA - ALCALDIA MUNICIPIO DE LOPEZ DE MICAY,CAUCA,TYPE_6,CONTRATACIÓN MÍNIMA CUANTÍA,"TERRENOS, EDIFICIOS, ESTRUCTURAS Y VÍAS",OBRAS DE MEJORAMIENTO; MANTENIMIENTO Y LIMPIEZA DE LA QUEBRADA SAN MIGUEL (CABECERA MUNICIPAL) DEL MUNICIPIO DE LOPEZ; CAUCA; OCCIDENTE,23180000.0,23180000.0,0.0,23180000.0,2019,2019-08-09,2019-08-09,6,2019-08-15,10536842,{'url': 'https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=19-13-9774622'},No Definido,1061790743,27.991247602992818,27.991247602992818,0.0,27.991247602992818,0,6,4.665207933832137,3863333.3333333335,0.0,0.0,0.0,0.0,0.0,MUNICIPALITY,PACIFICA,Vias Rurales hasta 2020,2
15-12-4276268-3943372,CUNDINAMARCA - INSTITUTO DE INFRAESTRUCTURA Y CONCESIONES DE CUNDINAMARCA - ICCU,BOGOTÁ D.C.,OTHER,CONTRATACIÓN DIRECTA (LEY 1150 DE 2007),"TERRENOS, EDIFICIOS, ESTRUCTURAS Y VÍAS",CONSTRUCCION DE PLACA HUELLA EN LA VIA PRINCIPAL QUE CONDUCE A LA VEREDA SAN PEDRO SECTOR LA  ESCUELA - SAN PEDRO - ALTAGRACIA,50000000.0,50000000.0,0.0,50000000.0,2014,2014-11-25,2014-11-25,180,2015-05-25,3943372,{'url': 'https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=15-12-4276268'},900258711,8906801541,81.16883116883118,81.16883116883118,0.0,81.16883116883118,0,180,0.45093795093795097,277777.77777777775,0.0,0.0,0.0,0.0,0.0,DEPARTMENT_GOVERNMENT,ANDINA,Vias Rurales hasta 2020,3
17-12-7145430-6491596,CUNDINAMARCA - INSTITUTO DE INFRAESTRUCTURA Y CONCESIONES DE CUNDINAMARCA - ICCU,BOGOTÁ D.C.,OTHER,CONTRATACIÓN DIRECTA (LEY 1150 DE 2007),"TERRENOS, EDIFICIOS, ESTRUCTURAS Y VÍAS",MEJORAMIENTO DE LA VIA  QUE COMUNICA A LA VEREDA SANTA BARBARA CON LA VEREDA CATIVA SECTOR EL ARROLLO DEL MUNICIPIO DE TENA,100000000.0,100000000.0,0.0,100000000.0,2017,2017-10-03,2017-10-30,240,2018-06-30,6491596,{'url': 'https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=17-12-7145430'},900258711,800004574,135.5533354931498,135.5533354931498,0.0,135.5533354931498,0,240,0.5648055645547908,416666.6666666667,0.0,0.0,0.0,0.0,0.0,DEPARTMENT_GOVERNMENT,ANDINA,Vias Rurales hasta 2020,3
18-13-8209608-7484587,CAQUETA - ALCALDIA MUNICIPIO DE SOLITA,CAQUETÁ,TYPE_6,CONTRATACIÓN MÍNIMA CUANTÍA,"TERRENOS, EDIFICIOS, ESTRUCTURAS Y VÍAS",CONTRATAR A TODO COSTO EXPLOTACION; CARGUE Y TRANSPORTE DE MATERIAL DE AFIRMADO PARA EL MEJORAMIENTO DE  LA VIA  TERCIARIA A LA VEREDA EL AMPARO DEL MUNICIPIO DE SOLITA CAQUETA,21800000.0,21787998.0,0.0,21787998.0,2018,2018-07-17,2018-07-18,20,2018-08-07,7484587,{'url': 'https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=18-13-8209608'},800095788,17649948,27.904285739885978,27.888923022571753,0.0,27.888923022571753,0,20,1.3944461511285877,1089399.9,-0.055055045871560175,-0.055055045871559634,0.0,0.0,0.0,MUNICIPALITY,AMAZONIA,Vias Rurales hasta 2020,2
16-13-5769064-5266198,CALDAS - ALCALDIA MUNICIPIO DE MANZANARES,CALDAS,TYPE_6,CONTRATACIÓN MÍNIMA CUANTÍA,"TERRENOS, EDIFICIOS, ESTRUCTURAS Y VÍAS",CONTRATAR A TODO COSTO  LA CONSTRUCCION DE 50ML DE PLACA HUELLA EN LA PARTE ALTA DEL BARRIO LOMBO DEL MUNICIPIO DE MANZANARES CALDAS,19300000.0,19276000.0,0.0,19276000.0,2016,2016-11-09,2016-11-10,30,2016-12-10,5266198,{'url': 'https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=16-13-5769064'},800094711-3,15985491,27.993125004532565,27.958314900899985,0.0,27.958314900899985,0,30,0.9319438300299995,642533.3333333334,-0.12435233160622021,-0.1243523316062176,0.0,0.0,0.0,MUNICIPALITY,ANDINA,Vias Rurales hasta 2020,2
18-13-8553259-7795390,ANTIOQUIA - ALCALDIA MUNICIPIO DE ABRIAQUI,ANTIOQUIA,TYPE_6,CONTRATACIÓN MÍNIMA CUANTÍA,"TERRENOS, EDIFICIOS, ESTRUCTURAS Y VÍAS",MANTENIMIENTO DE CAMINOS DE HERRADURA EN LAS VEREDAS LA ANTIGUA; PIEDRAS; SAN JOSE; SAN RUPERTO; CORCOVADO; EL TAMBO Y MONOS DEL MUNICIPIO DE ABRIAQUI,20169248.0,20169248.0,0.0,20169248.0,2018,2018-10-18,2018-10-18,30,2018-11-18,7795390,{'url': 'https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=18-13-8553259'},890504612-0,71021187,25.816901805074483,25.816901805074483,0.0,25.816901805074483,0,30,0.8605633935024828,672308.2666666667,0.0,0.0,0.0,0.0,0.0,MUNICIPALITY,ANDINA,Vias Rurales hasta 2020,1
18-12-8815760-8046077,CUNDINAMARCA - INSTITUTO DE INFRAESTRUCTURA Y CONCESIONES DE CUNDINAMARCA - ICCU,BOGOTÁ D.C.,OTHER,CONTRATACIÓN DIRECTA (LEY 1150 DE 2007),"TERRENOS, EDIFICIOS, ESTRUCTURAS Y VÍAS",MEJORAMIENTO DE LA VIA QUE COMUNICA LA VEREDA CAPIAL CONLA VEREDA LAOCANDAD DELS SECTOR TRAPICHE EN EL MPIO DE PULI,50000000.0,50000000.0,0.0,50000000.0,2018,2018-12-29,2018-12-31,240,2019-08-31,8046077,{'url': 'https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=18-12-8815760'},900258711,800085612,64.00065536671096,64.00065536671096,0.0,64.00065536671096,0,240,0.26666939736129563,208333.33333333334,0.0,0.0,0.0,0.0,0.0,DEPARTMENT_GOVERNMENT,ANDINA,Vias Rurales hasta 2020,2
17-12-7249826-6589466,CUNDINAMARCA - INSTITUTO DE INFRAESTRUCTURA Y CONCESIONES DE CUNDINAMARCA - ICCU,BOGOTÁ D.C.,OTHER,CONTRATACIÓN DIRECTA (LEY 1150 DE 2007),"TERRENOS, EDIFICIOS, ESTRUCTURAS Y VÍAS",MEJORAMIENTO DE LA VIA JERUSALEN - VEREDA LA VICTORIA SECTOR EL NARANJO; MUNICIPIO DE JERUSALEN.,100000000.0,100000000.0,0.0,100000000.0,2017,2017-10-31,2017-11-15,240,2018-07-15,6589466,{'url': 'https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=17-12-7249826'},900258711,800004018,135.5533354931498,135.5533354931498,0.0,135.5533354931498,0,240,0.5648055645547908,416666.6666666667,0.0,0.0,0.0,0.0,0.0,DEPARTMENT_GOVERNMENT,ANDINA,Vias Rurales hasta 2020,3
20-12-11472631-10612817,CUNDINAMARCA - INSTITUTO DE INFRAESTRUCTURA Y CONCESIONES DE CUNDINAMARCA - ICCU,BOGOTÁ D.C.,OTHER,CONTRATACIÓN DIRECTA (LEY 1150 DE 2007),"TERRENOS, EDIFICIOS, ESTRUCTURAS Y VÍAS",MEJORAMIENTO DE LA VIA QUE COMUNICA LA VEREDA LA TORAX CON LA VEREDA CAMPO  ALEGRE; SECTOR LA ENTRADA BARRIO CHINO DEL MPIO DE YACOPI,138000000.0,138000000.0,0.0,138000000.0,2020,2020-12-30,2020-12-31,240,2021-08-31,10612817,{'url': 'https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=20-12-11472631'},900258711,800094776,157.21067255409244,157.21067255409244,0.0,157.21067255409244,0,240,0.6550444689753852,575000.0,0.0,0.0,0.0,0.0,0.0,DEPARTMENT_GOVERNMENT,ANDINA,Vias Rurales hasta 2020,3
19-12-9602025-8765087,CUNDINAMARCA - INSTITUTO DE INFRAESTRUCTURA Y CONCESIONES DE CUNDINAMARCA - ICCU,BOGOTÁ D.C.,OTHER,CONTRATACIÓN DIRECTA (LEY 1150 DE 2007),"TERRENOS, EDIFICIOS, ESTRUCTURAS Y VÍAS",MEJORAMIENTO DE LA VIA QUE DEL ALTO DE LA VIRGEN CONDUCE A LA ESCUELA SAN FRANCISCO; SECTOR ALTO DE LA VIRGEN DEL MIPIO DE SIMIJACA,100000000.0,100000000.0,0.0,100000000.0,2019,2019-06-26,2019-07-05,180,2020-01-05,8765087,{'url': 'https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=19-12-9602025'},900258711,899999384,120.75602934854537,120.75602934854537,0.0,120.75602934854537,0,180,0.6708668297141409,555555.5555555555,0.0,0.0,0.0,0.0,0.0,DEPARTMENT_GOVERNMENT,ANDINA,Vias Rurales hasta 2020,3
15-13-4294100-4012717,META - ALCALDIA MUNICIPIO DE SAN JUAN DE ARAMA,META,TYPE_6,CONTRATACIÓN MÍNIMA CUANTÍA,"TERRENOS, EDIFICIOS, ESTRUCTURAS Y VÍAS",MEJORAMIENTO DE LA VIA ENTRE NUEVO PROGRESO Y SARDINATA MEDIANTE ALQUILER DE BULLDOZER D8K PARA LA OBRA DE MITIGACION EN EL SECTOR DEL CANO SARDINATA EN LA VEREDA SARDINATA DEL MUNICIPIO DE SAN JUAN DE ARAMA META,4167400.0,4167400.0,0.0,4167400.0,2015,2015-10-14,2015-10-14,5,2015-10-19,4012717,{'url': 'https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=15-13-4294100'},800022618-8,40998149,6.467603010786063,6.467603010786063,0.0,6.467603010786063,0,5,1.2935206021572125,833480.0,0.0,0.0,0.0,0.0,0.0,MUNICIPALITY,ORINOQUIA,Vias Rurales hasta 2020,1
20-11-11011030-10376578,CESAR - ALCALDIA MUNICIPIO DE SAN MARTIN,CESAR,TYPE_6,SELECCIÓN ABREVIADA DE MENOR CUANTÍA (LEY 1150 DE 2007),"TERRENOS, EDIFICIOS, ESTRUCTURAS Y VÍAS",MEJORAMIENTO DEL PUENTE METALICO UBICADO EN LA VIA QUE COMUNICA AL CORREGIMIENTO PUERTO OCULTO DEL MUNICIPIO DE SAN MARTIN CESAR,242500000.0,242500000.0,0.0,242500000.0,2020,2020-09-11,2020-09-11,45,2020-10-26,10376578,{'url': 'https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=20-11-11011030'},892301093,901410144,276.25788474179285,276.25788474179285,0.0,276.25788474179285,0,45,6.1390641053731745,5388888.888888889,0.0,0.0,0.0,0.0,0.0,MUNICIPALITY,CARIBE,Vias Rurales hasta 2020,4
15-12-4053953-3753549,AGENCIA PARA LA INFRAESTRUCTURA DEL META - AIM,META,OTHER,CONTRATACIÓN DIRECTA (LEY 1150 DE 2007),"TERRENOS, EDIFICIOS, ESTRUCTURAS Y VÍAS",MEJORAMIENTO VIAL VEREDA MONTECRISTO MEDIANTE OBRAS HIDRAULICAS Y CONFORMACION DE VIA EN PUNTOS CRITICOS; Y ESTABILIZACION DEL TALUD Y VIA EN LA CURVA EL CUBARRO EN LA VIA QUE CONDUCE DE CUBARRAL A EL CASTILLO; META.,1401563286.0,1401563286.0,0.0,1401563286.0,2015,2015-06-23,2014-12-29,180,2015-06-29,3753549,{'url': 'https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=15-12-4053953'},900220547,900 841 6865,2175.1583549313264,2175.1583549313264,0.0,2175.1583549313264,0,180,12.084213082951813,7786462.7,0.0,0.0,0.0,0.0,0.0,DEPARTMENT_GOVERNMENT,ORINOQUIA,Vias Rurales hasta 2020,4
18-13-7913564-7273787,NORTE DE SANTANDER - ALCALDIA MUNICIPIO DE LA ESPERANZA,NORTE DE SANTANDER,TYPE_6,CONTRATACIÓN MÍNIMA CUANTÍA,"TERRENOS, EDIFICIOS, ESTRUCTURAS Y VÍAS",CONSTRUCCION MURO CONTENCION PROTECCION TALUD VIA LOTE LA ESPERANZA,2389159.0,2389159.0,0.0,2389159.0,2018,2018-03-01,2018-03-01,5,2018-03-06,7273787,{'url': 'https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=18-13-7913564'},800245021,13285106,3.0581548355055155,3.0581548355055155,0.0,3.0581548355055155,0,5,0.6116309671011031,477831.8,0.0,0.0,0.0,0.0,0.0,MUNICIPALITY,ANDINA,Vias Rurales hasta 2020,1
17-12-7041744-6396930,ANTIOQUIA - ALCALDIA MUNICIPIO DE REMEDIOS,ANTIOQUIA,TYPE_4,CONTRATACIÓN DIRECTA (LEY 1150 DE 2007),"TERRENOS, EDIFICIOS, ESTRUCTURAS Y VÍAS",MANTENIMIENTO DE PUNTOS CRITICOS EN 14 KILOMETROS DE VIA TERCIARIA QUE COMUNICA LA VEREDA CARRIZAL Y LA VEREDA ALTOS DE MANILAS DEL MUNICIPIO DE REMEDIOS,19000000.0,19000000.0,0.0,19000000.0,2017,2017-08-17,2017-08-17,10,2017-08-27,6396930,{'url': 'https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=17-12-7041744'},890984312,901095492,25.755133743698465,25.755133743698465,0.0,25.755133743698465,0,10,2.5755133743698466,1900000.0,0.0,0.0,0.0,0.0,0.0,MUNICIPALITY,ANDINA,Vias Rurales hasta 2020,1
16-12-5854233-5368529,ANTIOQUIA - ALCALDIA MUNICIPIO DE REMEDIOS,ANTIOQUIA,TYPE_4,CONTRATACIÓN DIRECTA (LEY 1150 DE 2007),"TERRENOS, EDIFICIOS, ESTRUCTURAS Y VÍAS",MANTENIMIENTO DE PUNTOS CRITICOS EN 5 KILOMETROS DE VIA TERCIARIA QUE COMUNICA LA VEREDA CABUYAL Y EL PARAJE LA HONDA DEL MUNICIPIO DE REMEDIOS,17300000.0,17300000.0,0.0,17300000.0,2016,2016-11-19,2016-11-19,10,2016-11-29,5368529,{'url': 'https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=16-12-5854233'},890984312,800250968,25.092283035150952,25.092283035150952,0.0,25.092283035150952,0,10,2.509228303515095,1730000.0,0.0,0.0,0.0,0.0,0.0,MUNICIPALITY,ANDINA,Vias Rurales hasta 2020,1
18-13-8046162-7356914,ANTIOQUIA - ALCALDIA MUNICIPIO DE SANTA FE DE ANTIOQUIA,ANTIOQUIA,TYPE_2,CONTRATACIÓN MÍNIMA CUANTÍA,"TERRENOS, EDIFICIOS, ESTRUCTURAS Y VÍAS",OBRAS COMPLEMENTARIAS; PARA LA CONSTRUCCION DE PLACA HUELLA EN LA ZONA RURAL; DEL MUNICIPIO DE SANTA FE DE ANTIOQUIA,9952122.0,8459232.0,0.0,8459232.0,2018,2018-04-26,2018-04-26,8,2018-05-04,7356914,{'url': 'https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=18-13-8046162'},800096758-8,9008696907,12.738846605789243,10.827927837981061,0.0,10.827927837981061,0,8,1.3534909797476327,1057404.0,-15.00072044936748,-15.000720449367483,0.0,0.0,0.0,MUNICIPALITY,ANDINA,Vias Rurales hasta 2020,1
19-12-9091660-8329639,VALLE DEL CAUCA - ALCALDIA MUNICIPIO DE BUGALAGRANDE,VALLE DEL CAUCA,TYPE_6,CONTRATACIÓN DIRECTA (LEY 1150 DE 2007),"TERRENOS, EDIFICIOS, ESTRUCTURAS Y VÍAS",PRESTACION DE SERVICIOS PERSONALES Y DE   APOYO A LA ASISTENCIA ADMINISTRATIVA A LA SECRETARIA DE PLANEACION INFRAESTRUCTURA EN   EL EJERCICIO DE LAS COMPETENCIAS DEL AREA DE OBRAS ARQUITECTONICAS DEL    MUNICIPIO DE BUGALAGRANDE VALLE,24500000.0,24450000.0,0.0,24450000.0,2019,2019-02-15,2019-02-19,300,2019-12-19,8329639,{'url': 'https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=19-12-9091660'},891380033-5,1113040673,29.585227190393617,29.524849175719343,0.0,29.524849175719343,0,300,0.09841616391906448,81500.0,-0.2040816326530666,-0.20408163265306123,0.0,0.0,0.0,MUNICIPALITY,PACIFICA,Vias Rurales hasta 2020,2
16-13-5897496-5473384,CAUCA - ALCALDIA MUNICIPIO DE GUACHENE,CAUCA,TYPE_6,CONTRATACIÓN MÍNIMA CUANTÍA,"TERRENOS, EDIFICIOS, ESTRUCTURAS Y VÍAS",MEJORAMIENTO DE LA VIA SABANETAS - CABANITAS  EN EL MUNICIPIO,17679298.0,13820500.0,0.0,13820500.0,2016,2016-12-14,2016-12-15,15,2016-12-30,5473384,{'url': 'https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=16-13-5897496'},No Definido,900933173,25.642424813802204,20.045543218919292,0.0,20.045543218919292,0,15,1.3363695479279527,921366.6666666666,-21.826647189271874,-21.82664718927188,0.0,0.0,0.0,MUNICIPALITY,PACIFICA,Vias Rurales hasta 2020,1
17-11-6105697-5816511,INSTITUTO NACIONAL DE VIAS (INVIAS),BOGOTÁ D.C.,OTHER,SELECCIÓN ABREVIADA DE MENOR CUANTÍA (LEY 1150 DE 2007),"TERRENOS, EDIFICIOS, ESTRUCTURAS Y VÍAS",ATENCION OBRAS DE EMERGENCIA POR EL SISTEMA DE MONTO AGOTABLE EN LAS VIAS A CARGO DE LA DIRECCION TERRITORIAL OCANA,300000000.0,288497539.0,139999957.0,428497496.0,2017,2017-03-22,2017-04-03,240,2017-12-03,5816511,{'url': 'https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=17-11-6105697'},800215807,901062879,406.66000647944946,391.0680369301507,189.77461140247547,580.8426483326261,0,240,1.6294501538756279,1202073.0791666666,-3.8341536666666793,-3.834153666666667,0.4852726213376815,0.48527262133768145,0.0,OTHER,ANDINA,Vias Rurales hasta 2020,4
19-1-203405-9049515,BOYACA - ALCALDIA MUNICIPIO DE TIBANA,BOYACÁ,TYPE_6,LICITACIÓN PÚBLICA,"TERRENOS, EDIFICIOS, ESTRUCTURAS Y VÍAS",MEJORAMIENTO VIAS TERCIARIAS; CONSTRUCCION PLACA HUELLA SECTOR HATO VIEJO; MUNICIPIO DE TIBANA.,307657638.0,290005351.0,0.0,290005351.0,2019,2019-09-10,2019-09-17,120,2020-03-17,9049515,{'url': 'https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=19-1-203405'},891800860,901319261,371.5151476363215,350.198946765912,0.0,350.198946765912,60,180,2.9183245563826,2416711.2583333333,-5.737639772167796,-5.737639772167789,0.0,0.0,0.5,MUNICIPALITY,ANDINA,Vias Rurales hasta 2020,4
19-13-9795640-9015775,CAUCA - ALCALDIA MUNICIPIO DE GUACHENE,CAUCA,TYPE_6,CONTRATACIÓN MÍNIMA CUANTÍA,"TERRENOS, EDIFICIOS, ESTRUCTURAS Y VÍAS",MANTENIMIENTO Y LIMPIEZA DE CANAL EN LA VEREDA LLANO DE TAULA ALTO (SECTOR POLIDEPORTIVO) EN EL MUNICIPIO DE GUACHENE,16909086.0,11340700.0,0.0,11340700.0,2019,2019-08-21,2019-08-21,15,2019-09-05,9015775,{'url': 'https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=19-13-9795640'},No Definido,1130617932,20.418740852730778,13.694579020330485,0.0,13.694579020330485,0,15,0.912971934688699,756046.6666666666,-32.93132461447059,-32.93132461447058,0.0,0.0,0.0,MUNICIPALITY,PACIFICA,Vias Rurales hasta 2020,1
17-4-7369876-6691065,ECOPETROL - EMPRESA COLOMBIANA DE PETROLEOS,BOGOTÁ D.C.,OTHER,RÉGIMEN ESPECIAL,"TERRENOS, EDIFICIOS, ESTRUCTURAS Y VÍAS",OBRAS CIVILES PARA EL MANTENIMIENTO DE VIA DURANTE LA ETAPA DE PERFORACION Y PRUEBAS DEL POZO EXPLORATORIO LANDERO 1 PERTENECIENTES A LA GERENCIA ONSHORE DE LA VICEPRESIDENCIA DE EXPLORACION DE ECOPETROL S.A.,350453466.0,350453466.0,0.0,350453466.0,2017,2017-11-22,2017-11-22,39,2017-12-31,6691065,{'url': 'https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=17-4-7369876'},No Definido,91434075,475.0513625143517,475.0513625143517,0.0,475.0513625143517,0,39,12.180804167034658,8985986.307692308,0.0,0.0,0.0,0.0,0.0,OTHER,ANDINA,Vias Rurales hasta 2020,4
16-12-4881330-4476407,HUILA - GOBERNACION,HUILA,OTHER,CONTRATACIÓN DIRECTA (LEY 1150 DE 2007),"TERRENOS, EDIFICIOS, ESTRUCTURAS Y VÍAS",CONSTRUCCION PAVIMENTACION EN CCONCETO HIDRAULICO DE LA VIA LA INDEPENDENCIA - ACUEDUCTO DEL MUNICIPIO DE GARZON DEPARTAMENTO DEL HUILA,1022090882.0,1022090882.0,186290363.0,1208381245.0,2015,2015-12-11,2016-01-18,270,2016-11-18,4476407,{'url': 'https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=16-12-4881330'},800103913,8911800226,1586.2355583145807,1586.2355583145807,289.11362303096143,1875.349181345542,30,300,5.8749465122762246,3785521.7851851853,0.0,0.0,0.18226399068884366,0.18226399068884364,0.1111111111111111,DEPARTMENT_GOVERNMENT,ANDINA,Vias Rurales hasta 2020,4
19-12-9527062-8670687,CUNDINAMARCA - INSTITUTO DE INFRAESTRUCTURA Y CONCESIONES DE CUNDINAMARCA - ICCU,BOGOTÁ D.C.,OTHER,CONTRATACIÓN DIRECTA (LEY 1150 DE 2007),"TERRENOS, EDIFICIOS, ESTRUCTURAS Y VÍAS",MEJORAMIENTO DE LA VIA QUE CONDUCE DE LA RUTA DEL SOL ALA VEREDA LA CARBONERA EN EL SECTOR EL CURAL DEL MPIO DE GUADUAS,100000000.0,100000000.0,0.0,100000000.0,2019,2019-06-11,2019-06-21,180,2019-12-21,8670687,{'url': 'https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=19-12-9527062'},900258711,899999701,120.75602934854537,120.75602934854537,0.0,120.75602934854537,0,180,0.6708668297141409,555555.5555555555,0.0,0.0,0.0,0.0,0.0,DEPARTMENT_GOVERNMENT,ANDINA,Vias Rurales hasta 2020,3
19-13-10022221-9169033,BOYACA - ALCALDIA MUNICIPIO DE GUICAN,BOYACÁ,TYPE_6,CONTRATACIÓN MÍNIMA CUANTÍA,"TERRENOS, EDIFICIOS, ESTRUCTURAS Y VÍAS",CONSTRUCCION DE SENDERO EN PIEDRA PEGADA PARA EL ACCESO AL MIRADOR EL RECUERDO POR EL COSTADO ORIENTAL DEL CENTRO DE INTEGRACION CIUDADANA (CIC) EN EL MUNICIPIO DE GUICAN DE LA SIERRA,23152881.0,23071724.0,0.0,23071724.0,2019,2019-11-06,2019-11-06,15,2019-11-21,9169033,{'url': 'https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=19-13-10022221'},890207790-1,900999721,27.958499775393786,27.860497804655388,0.0,27.860497804655388,0,15,1.8573665203103593,1538114.9333333333,-0.35052657161758527,-0.3505265716175883,0.0,0.0,0.0,MUNICIPALITY,ANDINA,Vias Rurales hasta 2020,2
15-13-4192591-3951035,CORDOBA - ALCALDIA MUNICIPIO DE BUENAVISTA,CÓRDOBA,TYPE_5,CONTRATACIÓN MÍNIMA CUANTÍA,"TERRENOS, EDIFICIOS, ESTRUCTURAS Y VÍAS",CONSTRUCCION DE 5 RESALTOS DE CONCRETO RIGIDO PARA LA DISMINUCION DE VELOCIDAD EN EL BARRIO 10 DE JULIO CABECERA MUNICIPAL DEL MUNICIPIO DE BUENAVISTA DEPARTAMENTO DE CORDOBA.,17993479.0,17993124.0,0.0,17993124.0,2015,2015-09-07,2015-09-09,15,2015-09-24,3951035,{'url': 'https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=15-13-4192591'},800096739,78323584,27.92500814774579,27.924457204935205,0.0,27.924457204935205,0,15,1.8616304803290136,1199541.6,-0.001972936973443106,-0.0019729369734446576,0.0,0.0,0.0,MUNICIPALITY,CARIBE,Vias Rurales hasta 2020,2
18-13-8060192-9093978,CUNDINAMARCA - ALCALDIA MUNICIPIO DE PAIME,CUNDINAMARCA,TYPE_6,CONTRATACIÓN MÍNIMA CUANTÍA,"TERRENOS, EDIFICIOS, ESTRUCTURAS Y VÍAS",REHABILITACION; MEJORAMIENTO Y CONFORMACION DE LA CALZADA VIAL QUE COMUNICA LA VEREDA LA TRINIDAD CON LA VEREDA LA UNION EN EL MUNICIPIO DE PAIME CUNDINAMARCA,21800000.0,21800000.0,0.0,21800000.0,2018,2018-05-07,2018-05-07,20,2018-05-27,9093978,{'url': 'https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=18-13-8060192'},800096610-7,900511471,27.904285739885978,27.904285739885978,0.0,27.904285739885978,0,20,1.395214286994299,1090000.0,0.0,0.0,0.0,0.0,0.0,MUNICIPALITY,ANDINA,Vias Rurales hasta 2020,2
